Timestamp,Frequency (Hz),Amplitude (dB),Mean Amplitude (dB)
2025-11-25 11:55:30,9609.4,-62.5,
2025-11-25 11:55:30,9687.5,-59.75,
2025-11-25 11:55:30,9765.6,-61.95,
2025-11-25 11:55:30,9843.7,-66.5,
2025-11-25 11:55:30,9921.9,-69.64,
2025-11-25 11:55:30,,,-58.09
2025-11-25 11:55:30,78.1,0.0,
2025-11-25 11:55:30,156.3,-30.48,
2025-11-25 11:55:30,234.4,-35.89,
2025-11-25 11:55:30,312.5,-29.07,
2025-11-25 11:55:30,390.6,-33.63,
2025-11-25 11:55:30,468.8,-33.87,
2025-11-25 11:55:30,546.9,-33.31,
2025-11-25 11:55:30,625.0,-41.4,
2025-11-25 11:55:30,703.1,-37.13,
2025-11-25 11:55:30,781.2,-40.9,
2025-11-25 11:55:30,859.4,-47.46,
2025-11-25 11:55:30,937.5,-43.32,
2025-11-25 11:55:30,1015.6,-52.34,
2025-11-25 11:55:30,1093.7,-44.39,
2025-11-25 11:55:30,1171.9,-42.8,
2025-11-25 11:55:30,1250.0,-44.94,
2025-11-25 11:55:30,1328.1,-43.29,
2025-11-25 11:55:30,1406.2,-45.18,
2025-11-25 11:55:30,1484.4,-48.97,
2025-11-25 11:55:30,1562.5,-45.76,
2025-11-25 11:55:30,1640.6,-48.52,
2025-11-25 11:55:30,1718.7,-50.75,
2025-11-25 11:55:30,1796.9,-52.89,
2025-11-25 11:55:30,1875.0,-52.24,
2025-11-25 11:55:30,1953.1,-52.16,
2025-11-25 11:55:30,2031.2,-43.7,
2025-11-25 11:55:30,2109.4,-47.96,
2025-11-25 11:55:30,2187.5,-51.59,
2025-11-25 11:55:30,2265.6,-57.2,
2025-11-25 11:55:30,2343.8,-51.71,
2025-11-25 11:55:30,2421.9,-52.74,
2025-11-25 11:55:30,2500.0,-57.59,
2025-11-25 11:55:30,2578.1,-68.51,
2025-11-25 11:55:30,2656.3,-56.1,
2025-11-25 11:55:30,2734.4,-62.12,
2025-11-25 11:55:30,2812.5,-59.04,
2025-11-25 11:55:30,2890.6,-57.96,
2025-11-25 11:55:30,2968.8,-52.05,
2025-11-25 11:55:30,3046.9,-47.01,
2025-11-25 11:55:30,3125.0,-59.28,
2025-11-25 11:55:30,3203.1,-59.4,
2025-11-25 11:55:30,3281.3,-60.65,
2025-11-25 11:55:30,3359.4,-59.96,
2025-11-25 11:55:30,3437.5,-59.13,
2025-11-25 11:55:30,3515.6,-65.93,
2025-11-25 11:55:30,3593.8,-63.72,
2025-11-25 11:55:30,3671.9,-76.27,
2025-11-25 11:55:30,3750.0,-69.39,
2025-11-25 11:55:30,3828.1,-73.92,
2025-11-25 11:55:30,3906.3,-65.87,
2025-11-25 11:55:30,3984.4,-76.72,
2025-11-25 11:55:30,4062.5,-63.96,
2025-11-25 11:55:30,4140.6,-70.58,
2025-11-25 11:55:30,4218.8,-65.21,
2025-11-25 11:55:30,4296.9,-78.83,
2025-11-25 11:55:30,4375.0,-74.78,
2025-11-25 11:55:30,4453.1,-62.78,
2025-11-25 11:55:30,4531.3,-65.63,
2025-11-25 11:55:30,4609.4,-63.78,
2025-11-25 11:55:30,4687.5,-67.96,
2025-11-25 11:55:30,4765.6,-58.41,
2025-11-25 11:55:30,4843.8,-59.47,
2025-11-25 11:55:30,4921.9,-61.67,
2025-11-25 11:55:30,5000.0,-55.21,
2025-11-25 11:55:30,5078.1,-54.27,
2025-11-25 11:55:30,5156.3,-67.19,
2025-11-25 11:55:30,5234.4,-62.05,
2025-11-25 11:55:30,5312.5,-60.94,
2025-11-25 11:55:30,5390.6,-57.74,
2025-11-25 11:55:30,5468.8,-64.19,
2025-11-25 11:55:30,5546.9,-68.05,
2025-11-25 11:55:30,5625.0,-69.0,
2025-11-25 11:55:30,5703.1,-65.72,
2025-11-25 11:55:30,5781.3,-70.88,
2025-11-25 11:55:30,5859.4,-56.51,
2025-11-25 11:55:30,5937.5,-54.42,
2025-11-25 11:55:30,6015.6,-53.82,
2025-11-25 11:55:30,6093.8,-56.09,
2025-11-25 11:55:30,6171.9,-64.68,
2025-11-25 11:55:30,6250.0,-68.69,
2025-11-25 11:55:30,6328.1,-61.42,
2025-11-25 11:55:30,6406.3,-63.32,
2025-11-25 11:55:30,6484.4,-60.1,
2025-11-25 11:55:30,6562.5,-58.87,
2025-11-25 11:55:30,6640.6,-71.84,
2025-11-25 11:55:30,6718.8,-63.52,
2025-11-25 11:55:30,6796.9,-64.0,
2025-11-25 11:55:30,6875.0,-63.14,
2025-11-25 11:55:30,6953.1,-53.72,
2025-11-25 11:55:30,7031.3,-51.21,
2025-11-25 11:55:30,7109.4,-58.51,
2025-11-25 11:55:30,7187.5,-66.45,
2025-11-25 11:55:30,7265.6,-65.87,
2025-11-25 11:55:30,7343.8,-63.34,
2025-11-25 11:55:30,7421.9,-62.35,
2025-11-25 11:55:30,7500.0,-69.03,
2025-11-25 11:55:30,7578.1,-69.97,
2025-11-25 11:55:30,7656.3,-80.18,
2025-11-25 11:55:30,7734.4,-78.59,
2025-11-25 11:55:30,7812.5,-62.01,
2025-11-25 11:55:30,7890.6,-56.65,
2025-11-25 11:55:30,7968.8,-49.04,
2025-11-25 11:55:30,8046.9,-51.43,
2025-11-25 11:55:30,8125.0,-67.63,
2025-11-25 11:55:30,8203.1,-82.23,
2025-11-25 11:55:30,8281.2,-61.65,
2025-11-25 11:55:30,8359.4,-66.18,
2025-11-25 11:55:30,8437.5,-61.44,
2025-11-25 11:55:30,8515.6,-67.85,
2025-11-25 11:55:30,8593.7,-65.76,
2025-11-25 11:55:30,8671.9,-69.69,
2025-11-25 11:55:30,8750.0,-65.33,
2025-11-25 11:55:30,8828.1,-59.58,
2025-11-25 11:55:30,8906.2,-55.55,
2025-11-25 11:55:30,8984.4,-51.09,
2025-11-25 11:55:30,9062.5,-54.08,
2025-11-25 11:55:30,9140.6,-65.14,
2025-11-25 11:55:30,9218.7,-59.92,
2025-11-25 11:55:30,9296.9,-63.09,
2025-11-25 11:55:30,9375.0,-62.41,
2025-11-25 11:55:30,9453.1,-67.92,
2025-11-25 11:55:30,9531.2,-75.34,
2025-11-25 11:55:30,9609.4,-62.84,
2025-11-25 11:55:30,9687.5,-80.93,
2025-11-25 11:55:30,9765.6,-65.96,
2025-11-25 11:55:30,9843.7,-59.03,
2025-11-25 11:55:30,9921.9,-51.41,
2025-11-25 11:55:30,,,-60.95
2025-11-25 11:55:30,78.1,0.0,
2025-11-25 11:55:30,156.3,-25.96,
2025-11-25 11:55:30,234.4,-25.4,
2025-11-25 11:55:30,312.5,-25.41,
2025-11-25 11:55:30,390.6,-25.87,
2025-11-25 11:55:30,468.8,-27.26,
2025-11-25 11:55:30,546.9,-28.72,
2025-11-25 11:55:30,625.0,-31.08,
2025-11-25 11:55:30,703.1,-34.03,
2025-11-25 11:55:30,781.2,-37.41,
2025-11-25 11:55:30,859.4,-41.47,
2025-11-25 11:55:30,937.5,-48.85,
2025-11-25 11:55:30,1015.6,-41.78,
2025-11-25 11:55:30,1093.7,-40.5,
2025-11-25 11:55:30,1171.9,-40.16,
2025-11-25 11:55:30,1250.0,-39.97,
2025-11-25 11:55:30,1328.1,-39.87,
2025-11-25 11:55:30,1406.2,-41.92,
2025-11-25 11:55:30,1484.4,-44.11,
2025-11-25 11:55:30,1562.5,-47.5,
2025-11-25 11:55:30,1640.6,-49.23,
2025-11-25 11:55:30,1718.7,-47.26,
2025-11-25 11:55:30,1796.9,-45.13,
2025-11-25 11:55:30,1875.0,-43.55,
2025-11-25 11:55:30,1953.1,-48.78,
2025-11-25 11:55:30,2031.2,-46.05,
2025-11-25 11:55:30,2109.4,-43.15,
2025-11-25 11:55:30,2187.5,-44.2,
2025-11-25 11:55:30,2265.6,-47.54,
2025-11-25 11:55:30,2343.8,-54.52,
2025-11-25 11:55:30,2421.9,-61.03,
2025-11-25 11:55:30,2500.0,-66.5,
2025-11-25 11:55:30,2578.1,-56.17,
2025-11-25 11:55:30,2656.3,-53.58,
2025-11-25 11:55:30,2734.4,-51.11,
2025-11-25 11:55:30,2812.5,-50.69,
2025-11-25 11:55:30,2890.6,-50.08,
2025-11-25 11:55:30,2968.8,-45.96,
2025-11-25 11:55:30,3046.9,-46.63,
2025-11-25 11:55:30,3125.0,-53.93,
2025-11-25 11:55:30,3203.1,-56.05,
2025-11-25 11:55:30,3281.3,-61.75,
2025-11-25 11:55:30,3359.4,-65.14,
2025-11-25 11:55:30,3437.5,-74.11,
2025-11-25 11:55:30,3515.6,-66.71,
2025-11-25 11:55:30,3593.8,-61.21,
2025-11-25 11:55:30,3671.9,-62.93,
2025-11-25 11:55:30,3750.0,-76.43,
2025-11-25 11:55:30,3828.1,-64.74,
2025-11-25 11:55:30,3906.3,-66.7,
2025-11-25 11:55:30,3984.4,-62.66,
2025-11-25 11:55:30,4062.5,-63.58,
2025-11-25 11:55:30,4140.6,-62.06,
2025-11-25 11:55:30,4218.8,-58.84,
2025-11-25 11:55:30,4296.9,-61.27,
2025-11-25 11:55:30,4375.0,-58.92,
2025-11-25 11:55:30,4453.1,-56.97,
2025-11-25 11:55:30,4531.3,-55.51,
2025-11-25 11:55:30,4609.4,-58.02,
2025-11-25 11:55:30,4687.5,-57.33,
2025-11-25 11:55:30,4765.6,-53.65,
2025-11-25 11:55:30,4843.8,-50.0,
2025-11-25 11:55:30,4921.9,-51.84,
2025-11-25 11:55:30,5000.0,-54.02,
2025-11-25 11:55:30,5078.1,-59.07,
2025-11-25 11:55:30,5156.3,-53.34,
2025-11-25 11:55:30,5234.4,-52.83,
2025-11-25 11:55:30,5312.5,-55.85,
2025-11-25 11:55:30,5390.6,-56.33,
2025-11-25 11:55:30,5468.8,-57.7,
2025-11-25 11:55:30,5546.9,-57.8,
2025-11-25 11:55:30,5625.0,-56.53,
2025-11-25 11:55:30,5703.1,-55.23,
2025-11-25 11:55:30,5781.3,-57.77,
2025-11-25 11:55:30,5859.4,-58.3,
2025-11-25 11:55:30,5937.5,-61.8,
2025-11-25 11:55:30,6015.6,-53.68,
2025-11-25 11:55:30,6093.8,-64.96,
2025-11-25 11:55:30,6171.9,-62.57,
2025-11-25 11:55:30,6250.0,-70.71,
2025-11-25 11:55:30,6328.1,-65.53,
2025-11-25 11:55:30,6406.3,-62.85,
2025-11-25 11:55:30,6484.4,-61.21,
2025-11-25 11:55:30,6562.5,-60.3,
2025-11-25 11:55:30,6640.6,-58.29,
2025-11-25 11:55:30,6718.8,-62.27,
2025-11-25 11:55:30,6796.9,-68.67,
2025-11-25 11:55:30,6875.0,-71.92,
2025-11-25 11:55:30,6953.1,-54.44,
2025-11-25 11:55:30,7031.3,-51.52,
2025-11-25 11:55:30,7109.4,-63.56,
2025-11-25 11:55:30,7187.5,-67.04,
2025-11-25 11:55:30,7265.6,-72.83,
2025-11-25 11:55:30,7343.8,-66.59,
2025-11-25 11:55:30,7421.9,-65.44,
2025-11-25 11:55:30,7500.0,-64.69,
2025-11-25 11:55:30,7578.1,-75.25,
2025-11-25 11:55:30,7656.3,-70.12,
2025-11-25 11:55:30,7734.4,-71.57,
2025-11-25 11:55:30,7812.5,-62.31,
2025-11-25 11:55:30,7890.6,-61.59,
2025-11-25 11:55:30,7968.8,-52.69,
2025-11-25 11:55:30,8046.9,-54.37,
2025-11-25 11:55:30,8125.0,-60.99,
2025-11-25 11:55:30,8203.1,-60.59,
2025-11-25 11:55:30,8281.2,-82.28,
2025-11-25 11:55:30,8359.4,-72.14,
2025-11-25 11:55:30,8437.5,-76.73,
2025-11-25 11:55:30,8515.6,-64.12,
2025-11-25 11:55:30,8593.7,-61.92,
2025-11-25 11:55:30,8671.9,-60.27,
2025-11-25 11:55:30,8750.0,-61.72,
2025-11-25 11:55:30,8828.1,-59.99,
2025-11-25 11:55:30,8906.2,-58.98,
2025-11-25 11:55:30,8984.4,-50.68,
2025-11-25 11:55:30,9062.5,-58.27,
2025-11-25 11:55:30,9140.6,-63.91,
2025-11-25 11:55:30,9218.7,-67.01,
2025-11-25 11:55:30,9296.9,-69.29,
2025-11-25 11:55:30,9375.0,-66.4,
2025-11-25 11:55:30,9453.1,-63.15,
2025-11-25 11:55:30,9531.2,-64.3,
2025-11-25 11:55:30,9609.4,-74.79,
2025-11-25 11:55:30,9687.5,-71.98,
2025-11-25 11:55:30,9765.6,-68.65,
2025-11-25 11:55:30,9843.7,-66.29,
2025-11-25 11:55:30,9921.9,-57.65,
2025-11-25 11:55:30,,,-58.81
2025-11-25 11:55:31,78.1,0.0,
2025-11-25 11:55:31,156.3,-31.86,
2025-11-25 11:55:31,234.4,-34.48,
2025-11-25 11:55:31,312.5,-31.4,
2025-11-25 11:55:31,390.6,-38.04,
2025-11-25 11:55:31,468.8,-35.54,
2025-11-25 11:55:31,546.9,-34.23,
2025-11-25 11:55:31,625.0,-46.71,
2025-11-25 11:55:31,703.1,-37.21,
2025-11-25 11:55:31,781.2,-40.25,
2025-11-25 11:55:31,859.4,-46.98,
2025-11-25 11:55:31,937.5,-39.01,
2025-11-25 11:55:31,1015.6,-49.94,
2025-11-25 11:55:31,1093.7,-52.13,
2025-11-25 11:55:31,1171.9,-49.01,
2025-11-25 11:55:31,1250.0,-50.11,
2025-11-25 11:55:31,1328.1,-51.44,
2025-11-25 11:55:31,1406.2,-47.39,
2025-11-25 11:55:31,1484.4,-53.67,
2025-11-25 11:55:31,1562.5,-48.21,
2025-11-25 11:55:31,1640.6,-50.13,
2025-11-25 11:55:31,1718.7,-53.34,
2025-11-25 11:55:31,1796.9,-46.61,
2025-11-25 11:55:31,1875.0,-51.48,
2025-11-25 11:55:31,1953.1,-52.6,
2025-11-25 11:55:31,2031.2,-42.16,
2025-11-25 11:55:31,2109.4,-45.59,
2025-11-25 11:55:31,2187.5,-55.35,
2025-11-25 11:55:31,2265.6,-52.29,
2025-11-25 11:55:31,2343.8,-52.58,
2025-11-25 11:55:31,2421.9,-59.95,
2025-11-25 11:55:31,2500.0,-49.17,
2025-11-25 11:55:31,2578.1,-57.01,
2025-11-25 11:55:31,2656.3,-51.57,
2025-11-25 11:55:31,2734.4,-68.79,
2025-11-25 11:55:31,2812.5,-56.11,
2025-11-25 11:55:31,2890.6,-64.87,
2025-11-25 11:55:31,2968.8,-54.63,
2025-11-25 11:55:31,3046.9,-48.68,
2025-11-25 11:55:31,3125.0,-58.93,
2025-11-25 11:55:31,3203.1,-56.62,
2025-11-25 11:55:31,3281.3,-64.26,
2025-11-25 11:55:31,3359.4,-61.56,
2025-11-25 11:55:31,3437.5,-66.62,
2025-11-25 11:55:31,3515.6,-60.26,
2025-11-25 11:55:31,3593.8,-60.07,
2025-11-25 11:55:31,3671.9,-57.99,
2025-11-25 11:55:31,3750.0,-53.58,
2025-11-25 11:55:31,3828.1,-73.53,
2025-11-25 11:55:31,3906.3,-52.7,
2025-11-25 11:55:31,3984.4,-58.68,
2025-11-25 11:55:31,4062.5,-57.76,
2025-11-25 11:55:31,4140.6,-55.9,
2025-11-25 11:55:31,4218.8,-76.11,
2025-11-25 11:55:31,4296.9,-59.27,
2025-11-25 11:55:31,4375.0,-64.31,
2025-11-25 11:55:31,4453.1,-56.82,
2025-11-25 11:55:31,4531.3,-65.84,
2025-11-25 11:55:31,4609.4,-58.95,
2025-11-25 11:55:31,4687.5,-63.92,
2025-11-25 11:55:31,4765.6,-61.57,
2025-11-25 11:55:31,4843.8,-57.61,
2025-11-25 11:55:31,4921.9,-53.91,
2025-11-25 11:55:31,5000.0,-52.79,
2025-11-25 11:55:31,5078.1,-53.84,
2025-11-25 11:55:31,5156.3,-60.24,
2025-11-25 11:55:31,5234.4,-70.97,
2025-11-25 11:55:31,5312.5,-64.59,
2025-11-25 11:55:31,5390.6,-70.64,
2025-11-25 11:55:31,5468.8,-59.23,
2025-11-25 11:55:31,5546.9,-53.62,
2025-11-25 11:55:31,5625.0,-62.07,
2025-11-25 11:55:31,5703.1,-68.94,
2025-11-25 11:55:31,5781.3,-56.39,
2025-11-25 11:55:31,5859.4,-73.19,
2025-11-25 11:55:31,5937.5,-55.63,
2025-11-25 11:55:31,6015.6,-53.6,
2025-11-25 11:55:31,6093.8,-55.3,
2025-11-25 11:55:31,6171.9,-60.59,
2025-11-25 11:55:31,6250.0,-64.49,
2025-11-25 11:55:31,6328.1,-60.22,
2025-11-25 11:55:31,6406.3,-66.22,
2025-11-25 11:55:31,6484.4,-62.92,
2025-11-25 11:55:31,6562.5,-61.24,
2025-11-25 11:55:31,6640.6,-82.37,
2025-11-25 11:55:31,6718.8,-63.16,
2025-11-25 11:55:31,6796.9,-73.87,
2025-11-25 11:55:31,6875.0,-67.31,
2025-11-25 11:55:31,6953.1,-51.65,
2025-11-25 11:55:31,7031.3,-51.63,
2025-11-25 11:55:31,7109.4,-62.47,
2025-11-25 11:55:31,7187.5,-59.3,
2025-11-25 11:55:31,7265.6,-63.6,
2025-11-25 11:55:31,7343.8,-64.15,
2025-11-25 11:55:31,7421.9,-63.56,
2025-11-25 11:55:31,7500.0,-65.58,
2025-11-25 11:55:31,7578.1,-65.52,
2025-11-25 11:55:31,7656.3,-70.16,
2025-11-25 11:55:31,7734.4,-72.7,
2025-11-25 11:55:31,7812.5,-63.83,
2025-11-25 11:55:31,7890.6,-77.53,
2025-11-25 11:55:31,7968.8,-50.8,
2025-11-25 11:55:31,8046.9,-49.74,
2025-11-25 11:55:31,8125.0,-59.8,
2025-11-25 11:55:31,8203.1,-66.33,
2025-11-25 11:55:31,8281.2,-66.53,
2025-11-25 11:55:31,8359.4,-65.34,
2025-11-25 11:55:31,8515.6,-60.44,
2025-11-25 11:55:31,8593.7,-65.46,
2025-11-25 11:55:31,8671.9,-70.21,
2025-11-25 11:55:31,8750.0,-61.23,
2025-11-25 11:55:31,8828.1,-69.03,
2025-11-25 11:55:31,8906.2,-55.06,
2025-11-25 11:55:31,8984.4,-51.76,
2025-11-25 11:55:31,9062.5,-53.21,
2025-11-25 11:55:31,9140.6,-56.5,
2025-11-25 11:55:31,9218.7,-69.15,
2025-11-25 11:55:31,9296.9,-70.13,
2025-11-25 11:55:31,9375.0,-60.5,
2025-11-25 11:55:31,9453.1,-64.75,
2025-11-25 11:55:31,9531.2,-56.29,
2025-11-25 11:55:31,9609.4,-66.71,
2025-11-25 11:55:31,9687.5,-72.76,
2025-11-25 11:55:31,9765.6,-65.35,
2025-11-25 11:55:31,9843.7,-62.16,
2025-11-25 11:55:31,9921.9,-52.29,
2025-11-25 11:55:31,,,-59.82
2025-11-25 11:55:31,78.1,0.0,
2025-11-25 11:55:31,156.3,-26.44,
2025-11-25 11:55:31,234.4,-28.0,
2025-11-25 11:55:31,312.5,-29.92,
2025-11-25 11:55:31,390.6,-31.42,
2025-11-25 11:55:31,468.8,-32.69,
2025-11-25 11:55:31,546.9,-33.81,
2025-11-25 11:55:31,625.0,-35.18,
2025-11-25 11:55:31,703.1,-36.45,
2025-11-25 11:55:31,781.2,-37.73,
2025-11-25 11:55:31,859.4,-38.93,
2025-11-25 11:55:31,937.5,-40.93,
2025-11-25 11:55:31,1015.6,-41.21,
2025-11-25 11:55:31,1093.7,-41.1,
2025-11-25 11:55:31,1171.9,-42.14,
2025-11-25 11:55:31,1250.0,-42.87,
2025-11-25 11:55:31,1328.1,-43.51,
2025-11-25 11:55:31,1406.2,-44.91,
2025-11-25 11:55:31,1484.4,-46.47,
2025-11-25 11:55:31,1562.5,-47.52,
2025-11-25 11:55:31,1640.6,-46.75,
2025-11-25 11:55:31,1718.7,-47.35,
2025-11-25 11:55:31,1796.9,-49.31,
2025-11-25 11:55:31,1875.0,-48.51,
2025-11-25 11:55:31,1953.1,-44.17,
2025-11-25 11:55:31,2031.2,-44.18,
2025-11-25 11:55:31,2109.4,-54.29,
2025-11-25 11:55:31,2187.5,-51.54,
2025-11-25 11:55:31,2265.6,-51.96,
2025-11-25 11:55:31,2343.8,-52.45,
2025-11-25 11:55:31,2421.9,-52.93,
2025-11-25 11:55:31,2500.0,-56.3,
2025-11-25 11:55:31,2578.1,-56.63,
2025-11-25 11:55:31,2656.3,-55.54,
2025-11-25 11:55:31,2734.4,-56.74,
2025-11-25 11:55:31,2812.5,-55.39,
2025-11-25 11:55:31,2890.6,-55.07,
2025-11-25 11:55:31,2968.8,-50.42,
2025-11-25 11:55:31,3046.9,-52.46,
2025-11-25 11:55:31,3125.0,-58.97,
2025-11-25 11:55:31,3203.1,-60.22,
2025-11-25 11:55:31,3281.3,-64.97,
2025-11-25 11:55:31,3359.4,-76.24,
2025-11-25 11:55:31,3437.5,-63.14,
2025-11-25 11:55:31,3515.6,-58.14,
2025-11-25 11:55:31,3593.8,-58.94,
2025-11-25 11:55:31,3671.9,-62.64,
2025-11-25 11:55:31,3750.0,-59.35,
2025-11-25 11:55:31,3828.1,-54.81,
2025-11-25 11:55:31,3906.3,-59.71,
2025-11-25 11:55:31,3984.4,-60.19,
2025-11-25 11:55:31,4062.5,-63.63,
2025-11-25 11:55:31,4140.6,-65.47,
2025-11-25 11:55:31,4218.8,-72.52,
2025-11-25 11:55:31,4296.9,-61.62,
2025-11-25 11:55:31,4375.0,-60.68,
2025-11-25 11:55:31,4453.1,-66.76,
2025-11-25 11:55:31,4531.3,-61.01,
2025-11-25 11:55:31,4609.4,-60.67,
2025-11-25 11:55:31,4687.5,-59.98,
2025-11-25 11:55:31,4765.6,-58.33,
2025-11-25 11:55:31,4843.8,-57.63,
2025-11-25 11:55:31,4921.9,-64.27,
2025-11-25 11:55:31,5000.0,-51.52,
2025-11-25 11:55:31,5078.1,-61.29,
2025-11-25 11:55:31,5156.3,-61.44,
2025-11-25 11:55:31,5234.4,-64.74,
2025-11-25 11:55:31,5312.5,-70.53,
2025-11-25 11:55:31,5390.6,-66.81,
2025-11-25 11:55:31,5468.8,-69.73,
2025-11-25 11:55:31,5546.9,-64.69,
2025-11-25 11:55:31,5625.0,-63.06,
2025-11-25 11:55:31,5703.1,-65.94,
2025-11-25 11:55:31,5781.3,-63.62,
2025-11-25 11:55:31,5859.4,-61.29,
2025-11-25 11:55:31,5937.5,-57.53,
2025-11-25 11:55:31,6015.6,-54.12,
2025-11-25 11:55:31,6093.8,-66.39,
2025-11-25 11:55:31,6171.9,-61.26,
2025-11-25 11:55:31,6250.0,-55.54,
2025-11-25 11:55:31,6328.1,-58.1,
2025-11-25 11:55:31,6406.3,-60.95,
2025-11-25 11:55:31,6484.4,-61.81,
2025-11-25 11:55:31,6562.5,-62.52,
2025-11-25 11:55:31,6640.6,-64.25,
2025-11-25 11:55:31,6718.8,-75.71,
2025-11-25 11:55:31,6796.9,-61.61,
2025-11-25 11:55:31,6875.0,-59.73,
2025-11-25 11:55:31,6953.1,-54.18,
2025-11-25 11:55:31,7031.3,-52.23,
2025-11-25 11:55:31,7109.4,-64.83,
2025-11-25 11:55:31,7187.5,-62.1,
2025-11-25 11:55:31,7265.6,-66.05,
2025-11-25 11:55:31,7343.8,-68.12,
2025-11-25 11:55:31,7421.9,-64.89,
2025-11-25 11:55:31,7500.0,-61.59,
2025-11-25 11:55:31,7578.1,-63.28,
2025-11-25 11:55:31,7656.3,-76.79,
2025-11-25 11:55:31,7734.4,-67.56,
2025-11-25 11:55:31,7812.5,-59.12,
2025-11-25 11:55:31,7890.6,-59.68,
2025-11-25 11:55:31,7968.8,-54.28,
2025-11-25 11:55:31,8046.9,-56.3,
2025-11-25 11:55:31,8125.0,-58.16,
2025-11-25 11:55:31,8203.1,-58.85,
2025-11-25 11:55:31,8281.2,-59.9,
2025-11-25 11:55:31,8359.4,-68.35,
2025-11-25 11:55:31,8437.5,-63.53,
2025-11-25 11:55:31,8515.6,-60.89,
2025-11-25 11:55:31,8593.7,-65.08,
2025-11-25 11:55:31,8671.9,-64.37,
2025-11-25 11:55:31,8750.0,-57.57,
2025-11-25 11:55:31,8828.1,-55.51,
2025-11-25 11:55:31,8906.2,-59.1,
2025-11-25 11:55:31,8984.4,-54.84,
2025-11-25 11:55:31,9062.5,-59.96,
