Timestamp,Frequency (Hz),Amplitude (dB),Mean Amplitude (dB)
2025-11-25 11:01:25,6562.5,-72.29,
2025-11-25 11:01:25,6640.6,-78.74,
2025-11-25 11:01:25,6718.8,-75.0,
2025-11-25 11:01:25,6796.9,-68.71,
2025-11-25 11:01:25,6875.0,-67.84,
2025-11-25 11:01:25,6953.1,-70.77,
2025-11-25 11:01:25,7031.3,-71.93,
2025-11-25 11:01:25,7109.4,-75.18,
2025-11-25 11:01:25,7187.5,-72.62,
2025-11-25 11:01:25,7265.6,-79.5,
2025-11-25 11:01:25,7343.8,-68.68,
2025-11-25 11:01:25,7421.9,-70.59,
2025-11-25 11:01:25,7500.0,-71.09,
2025-11-25 11:01:25,7578.1,-81.76,
2025-11-25 11:01:25,7656.3,-81.18,
2025-11-25 11:01:25,7734.4,-78.17,
2025-11-25 11:01:25,7812.5,-78.18,
2025-11-25 11:01:25,7890.6,-77.25,
2025-11-25 11:01:25,7968.8,-68.41,
2025-11-25 11:01:25,8046.9,-67.83,
2025-11-25 11:01:25,8125.0,-81.83,
2025-11-25 11:01:25,8203.1,-72.97,
2025-11-25 11:01:25,8281.2,-73.16,
2025-11-25 11:01:25,8359.4,-75.26,
2025-11-25 11:01:25,8437.5,-79.99,
2025-11-25 11:01:25,8515.6,-80.63,
2025-11-25 11:01:25,8593.7,-73.61,
2025-11-25 11:01:25,8671.9,-71.98,
2025-11-25 11:01:25,8750.0,-77.87,
2025-11-25 11:01:25,8828.1,-80.04,
2025-11-25 11:01:25,8906.2,-90.45,
2025-11-25 11:01:25,8984.4,-78.86,
2025-11-25 11:01:25,9062.5,-73.74,
2025-11-25 11:01:25,9140.6,-69.48,
2025-11-25 11:01:25,9218.7,-68.22,
2025-11-25 11:01:25,9296.9,-73.95,
2025-11-25 11:01:25,9375.0,-80.62,
2025-11-25 11:01:25,9453.1,-74.62,
2025-11-25 11:01:25,9531.2,-72.48,
2025-11-25 11:01:25,9609.4,-70.32,
2025-11-25 11:01:25,9687.5,-82.6,
2025-11-25 11:01:25,9765.6,-79.95,
2025-11-25 11:01:25,9843.7,-73.13,
2025-11-25 11:01:25,9921.9,-71.4,
2025-11-25 11:01:25,,,-75.14
2025-11-25 11:01:25,78.1,0.0,
2025-11-25 11:01:25,156.3,-51.18,
2025-11-25 11:01:25,234.4,-61.14,
2025-11-25 11:01:25,312.5,-64.76,
2025-11-25 11:01:25,390.6,-66.4,
2025-11-25 11:01:25,468.8,-74.93,
2025-11-25 11:01:25,546.9,-77.9,
2025-11-25 11:01:25,625.0,-76.42,
2025-11-25 11:01:25,703.1,-75.61,
2025-11-25 11:01:25,781.2,-86.94,
2025-11-25 11:01:25,859.4,-82.32,
2025-11-25 11:01:25,937.5,-74.33,
2025-11-25 11:01:25,1015.6,-77.65,
2025-11-25 11:01:25,1093.7,-73.42,
2025-11-25 11:01:25,1171.9,-73.95,
2025-11-25 11:01:25,1250.0,-73.19,
2025-11-25 11:01:25,1328.1,-70.11,
2025-11-25 11:01:25,1406.2,-71.08,
2025-11-25 11:01:25,1484.4,-73.2,
2025-11-25 11:01:25,1562.5,-79.4,
2025-11-25 11:01:25,1640.6,-72.45,
2025-11-25 11:01:25,1718.7,-73.88,
2025-11-25 11:01:25,1796.9,-84.77,
2025-11-25 11:01:25,1875.0,-73.58,
2025-11-25 11:01:25,1953.1,-71.01,
2025-11-25 11:01:25,2031.2,-73.23,
2025-11-25 11:01:25,2109.4,-77.0,
2025-11-25 11:01:25,2187.5,-84.19,
2025-11-25 11:01:25,2265.6,-78.32,
2025-11-25 11:01:25,2343.8,-77.89,
2025-11-25 11:01:25,2421.9,-82.29,
2025-11-25 11:01:25,2500.0,-82.13,
2025-11-25 11:01:25,2578.1,-75.63,
2025-11-25 11:01:25,2656.3,-78.39,
2025-11-25 11:01:25,2734.4,-71.32,
2025-11-25 11:01:25,2812.5,-73.13,
2025-11-25 11:01:25,2890.6,-75.77,
2025-11-25 11:01:25,2968.8,-77.65,
2025-11-25 11:01:25,3046.9,-79.43,
2025-11-25 11:01:25,3125.0,-78.57,
2025-11-25 11:01:25,3203.1,-71.55,
2025-11-25 11:01:25,3281.3,-76.17,
2025-11-25 11:01:25,3359.4,-74.23,
2025-11-25 11:01:25,3437.5,-82.03,
2025-11-25 11:01:25,3515.6,-78.51,
2025-11-25 11:01:25,3593.8,-75.36,
2025-11-25 11:01:25,3671.9,-85.58,
2025-11-25 11:01:25,3750.0,-83.06,
2025-11-25 11:01:25,3828.1,-79.75,
2025-11-25 11:01:25,3906.3,-79.62,
2025-11-25 11:01:25,3984.4,-73.84,
2025-11-25 11:01:25,4062.5,-74.67,
2025-11-25 11:01:25,4140.6,-72.44,
2025-11-25 11:01:25,4218.8,-66.26,
2025-11-25 11:01:25,4296.9,-73.58,
2025-11-25 11:01:25,4375.0,-77.51,
2025-11-25 11:01:25,4453.1,-73.24,
2025-11-25 11:01:25,4531.3,-74.17,
2025-11-25 11:01:25,4609.4,-75.29,
2025-11-25 11:01:25,4687.5,-72.42,
2025-11-25 11:01:25,4765.6,-74.82,
2025-11-25 11:01:25,4843.8,-76.15,
2025-11-25 11:01:25,4921.9,-80.58,
2025-11-25 11:01:25,5000.0,-78.39,
2025-11-25 11:01:25,5078.1,-79.19,
2025-11-25 11:01:25,5156.3,-71.92,
2025-11-25 11:01:25,5234.4,-73.15,
2025-11-25 11:01:25,5312.5,-86.94,
2025-11-25 11:01:25,5390.6,-77.9,
2025-11-25 11:01:25,5468.8,-77.59,
2025-11-25 11:01:25,5546.9,-68.59,
2025-11-25 11:01:25,5625.0,-69.71,
2025-11-25 11:01:25,5703.1,-82.5,
2025-11-25 11:01:25,5781.3,-79.7,
2025-11-25 11:01:25,5859.4,-78.9,
2025-11-25 11:01:25,5937.5,-79.8,
2025-11-25 11:01:25,6015.6,-70.39,
2025-11-25 11:01:25,6093.8,-74.37,
2025-11-25 11:01:25,6171.9,-82.57,
2025-11-25 11:01:25,6250.0,-81.55,
2025-11-25 11:01:25,6328.1,-66.52,
2025-11-25 11:01:25,6406.3,-64.88,
2025-11-25 11:01:25,6484.4,-68.43,
2025-11-25 11:01:25,6562.5,-75.7,
2025-11-25 11:01:25,6640.6,-77.17,
2025-11-25 11:01:25,6718.8,-97.63,
2025-11-25 11:01:25,6796.9,-82.69,
2025-11-25 11:01:25,6875.0,-73.85,
2025-11-25 11:01:25,6953.1,-73.32,
2025-11-25 11:01:25,7031.3,-73.39,
2025-11-25 11:01:25,7109.4,-71.27,
2025-11-25 11:01:25,7187.5,-70.58,
2025-11-25 11:01:25,7265.6,-72.41,
2025-11-25 11:01:25,7343.8,-72.97,
2025-11-25 11:01:25,7421.9,-73.51,
2025-11-25 11:01:25,7500.0,-85.36,
2025-11-25 11:01:25,7578.1,-80.33,
2025-11-25 11:01:25,7656.3,-78.52,
2025-11-25 11:01:25,7734.4,-67.73,
2025-11-25 11:01:25,7812.5,-69.3,
2025-11-25 11:01:25,7890.6,-83.94,
2025-11-25 11:01:25,7968.8,-75.31,
2025-11-25 11:01:25,8046.9,-75.92,
2025-11-25 11:01:25,8125.0,-75.15,
2025-11-25 11:01:25,8203.1,-81.67,
2025-11-25 11:01:25,8281.2,-73.53,
2025-11-25 11:01:25,8359.4,-67.77,
2025-11-25 11:01:25,8437.5,-67.1,
2025-11-25 11:01:25,8515.6,-75.11,
2025-11-25 11:01:25,8593.7,-77.96,
2025-11-25 11:01:25,8671.9,-74.27,
2025-11-25 11:01:25,8750.0,-75.15,
2025-11-25 11:01:25,8828.1,-71.38,
2025-11-25 11:01:25,8906.2,-71.95,
2025-11-25 11:01:25,8984.4,-81.65,
2025-11-25 11:01:25,9062.5,-69.29,
2025-11-25 11:01:25,9140.6,-70.51,
2025-11-25 11:01:25,9218.7,-83.32,
2025-11-25 11:01:25,9296.9,-75.29,
2025-11-25 11:01:25,9375.0,-73.16,
2025-11-25 11:01:25,9453.1,-75.19,
2025-11-25 11:01:25,9531.2,-74.26,
2025-11-25 11:01:25,9609.4,-81.11,
2025-11-25 11:01:25,9687.5,-84.1,
2025-11-25 11:01:25,9765.6,-78.88,
2025-11-25 11:01:25,9843.7,-76.09,
2025-11-25 11:01:25,9921.9,-76.27,
2025-11-25 11:01:25,,,-75.98
2025-11-25 11:01:25,78.1,0.0,
2025-11-25 11:01:25,156.3,-52.32,
2025-11-25 11:01:25,234.4,-60.33,
2025-11-25 11:01:25,312.5,-64.07,
2025-11-25 11:01:25,390.6,-68.68,
2025-11-25 11:01:25,468.8,-68.66,
2025-11-25 11:01:25,546.9,-77.68,
2025-11-25 11:01:25,625.0,-73.38,
2025-11-25 11:01:25,703.1,-72.6,
2025-11-25 11:01:25,781.2,-75.17,
2025-11-25 11:01:25,859.4,-91.19,
2025-11-25 11:01:25,937.5,-79.18,
2025-11-25 11:01:25,1015.6,-76.86,
2025-11-25 11:01:25,1093.7,-73.78,
2025-11-25 11:01:25,1171.9,-71.86,
2025-11-25 11:01:25,1250.0,-76.97,
2025-11-25 11:01:25,1328.1,-77.44,
2025-11-25 11:01:25,1406.2,-76.75,
2025-11-25 11:01:25,1484.4,-73.79,
2025-11-25 11:01:25,1562.5,-77.58,
2025-11-25 11:01:25,1640.6,-74.9,
2025-11-25 11:01:25,1718.7,-74.22,
2025-11-25 11:01:25,1796.9,-74.43,
2025-11-25 11:01:25,1875.0,-80.29,
2025-11-25 11:01:25,1953.1,-73.25,
2025-11-25 11:01:25,2031.2,-69.66,
2025-11-25 11:01:25,2109.4,-72.77,
2025-11-25 11:01:25,2187.5,-77.72,
2025-11-25 11:01:25,2265.6,-76.9,
2025-11-25 11:01:25,2343.8,-85.26,
2025-11-25 11:01:25,2421.9,-74.83,
2025-11-25 11:01:25,2500.0,-74.99,
2025-11-25 11:01:25,2578.1,-70.1,
2025-11-25 11:01:25,2656.3,-70.6,
2025-11-25 11:01:25,2734.4,-79.11,
2025-11-25 11:01:25,2812.5,-75.87,
2025-11-25 11:01:25,2890.6,-71.88,
2025-11-25 11:01:25,2968.8,-76.27,
2025-11-25 11:01:25,3046.9,-89.73,
2025-11-25 11:01:25,3125.0,-70.04,
2025-11-25 11:01:25,3203.1,-66.64,
2025-11-25 11:01:25,3281.3,-72.23,
2025-11-25 11:01:25,3359.4,-74.81,
2025-11-25 11:01:25,3437.5,-71.96,
2025-11-25 11:01:25,3515.6,-75.95,
2025-11-25 11:01:25,3593.8,-84.16,
2025-11-25 11:01:25,3671.9,-78.57,
2025-11-25 11:01:25,3750.0,-71.24,
2025-11-25 11:01:25,3828.1,-67.72,
2025-11-25 11:01:25,3906.3,-67.72,
2025-11-25 11:01:25,3984.4,-69.61,
2025-11-25 11:01:25,4062.5,-72.7,
2025-11-25 11:01:25,4140.6,-69.03,
2025-11-25 11:01:25,4218.8,-68.08,
2025-11-25 11:01:25,4296.9,-75.51,
2025-11-25 11:01:25,4375.0,-73.63,
2025-11-25 11:01:25,4453.1,-67.94,
2025-11-25 11:01:25,4531.3,-72.24,
2025-11-25 11:01:25,4609.4,-75.98,
2025-11-25 11:01:25,4687.5,-78.83,
2025-11-25 11:01:25,4765.6,-78.03,
2025-11-25 11:01:25,4843.8,-83.06,
2025-11-25 11:01:25,4921.9,-84.62,
2025-11-25 11:01:25,5000.0,-88.17,
2025-11-25 11:01:25,5078.1,-78.7,
2025-11-25 11:01:25,5156.3,-73.19,
2025-11-25 11:01:25,5234.4,-70.77,
2025-11-25 11:01:25,5312.5,-80.78,
2025-11-25 11:01:25,5390.6,-73.86,
2025-11-25 11:01:25,5468.8,-73.03,
2025-11-25 11:01:25,5546.9,-81.82,
2025-11-25 11:01:25,5625.0,-70.67,
2025-11-25 11:01:25,5703.1,-75.16,
2025-11-25 11:01:25,5781.3,-71.21,
2025-11-25 11:01:25,5859.4,-69.24,
2025-11-25 11:01:25,5937.5,-75.55,
2025-11-25 11:01:25,6015.6,-73.56,
2025-11-25 11:01:25,6093.8,-71.84,
2025-11-25 11:01:25,6171.9,-75.57,
2025-11-25 11:01:25,6250.0,-82.27,
2025-11-25 11:01:25,6328.1,-74.68,
2025-11-25 11:01:25,6406.3,-69.13,
2025-11-25 11:01:25,6484.4,-65.54,
2025-11-25 11:01:25,6562.5,-81.33,
2025-11-25 11:01:25,6640.6,-68.04,
2025-11-25 11:01:25,6718.8,-69.53,
2025-11-25 11:01:25,6796.9,-82.79,
2025-11-25 11:01:25,6875.0,-76.41,
2025-11-25 11:01:25,6953.1,-79.62,
2025-11-25 11:01:25,7031.3,-79.13,
2025-11-25 11:01:25,7109.4,-76.72,
2025-11-25 11:01:25,7187.5,-71.94,
2025-11-25 11:01:25,7265.6,-79.4,
2025-11-25 11:01:25,7343.8,-72.89,
2025-11-25 11:01:25,7421.9,-70.15,
2025-11-25 11:01:25,7500.0,-71.91,
2025-11-25 11:01:25,7578.1,-74.41,
2025-11-25 11:01:25,7656.3,-74.77,
2025-11-25 11:01:25,7734.4,-70.48,
2025-11-25 11:01:25,7812.5,-73.73,
2025-11-25 11:01:25,7890.6,-90.89,
2025-11-25 11:01:25,7968.8,-81.34,
2025-11-25 11:01:25,8046.9,-71.32,
2025-11-25 11:01:25,8125.0,-75.43,
2025-11-25 11:01:25,8203.1,-78.45,
2025-11-25 11:01:25,8281.2,-76.13,
2025-11-25 11:01:25,8359.4,-71.88,
2025-11-25 11:01:25,8437.5,-72.51,
2025-11-25 11:01:25,8515.6,-70.08,
2025-11-25 11:01:25,8593.7,-74.98,
2025-11-25 11:01:25,8671.9,-75.76,
2025-11-25 11:01:25,8750.0,-80.45,
2025-11-25 11:01:25,8828.1,-87.41,
2025-11-25 11:01:25,8906.2,-73.88,
2025-11-25 11:01:25,8984.4,-68.5,
2025-11-25 11:01:25,9062.5,-75.74,
2025-11-25 11:01:25,9140.6,-74.84,
2025-11-25 11:01:25,9218.7,-70.37,
2025-11-25 11:01:25,9296.9,-68.33,
2025-11-25 11:01:25,9375.0,-67.88,
2025-11-25 11:01:25,9453.1,-71.17,
2025-11-25 11:01:25,9531.2,-77.17,
2025-11-25 11:01:25,9609.4,-83.77,
2025-11-25 11:01:25,9687.5,-83.82,
2025-11-25 11:01:25,9765.6,-72.09,
2025-11-25 11:01:25,9843.7,-77.22,
2025-11-25 11:01:25,9921.9,-80.13,
2025-11-25 11:01:25,,,-75.11
2025-11-25 11:01:25,78.1,0.0,
2025-11-25 11:01:25,156.3,-51.93,
2025-11-25 11:01:25,234.4,-59.18,
2025-11-25 11:01:25,312.5,-63.26,
2025-11-25 11:01:25,390.6,-73.97,
2025-11-25 11:01:25,468.8,-63.24,
2025-11-25 11:01:25,546.9,-75.18,
2025-11-25 11:01:25,625.0,-66.09,
2025-11-25 11:01:25,703.1,-73.61,
2025-11-25 11:01:25,781.2,-71.23,
2025-11-25 11:01:25,859.4,-69.57,
2025-11-25 11:01:25,937.5,-66.79,
2025-11-25 11:01:25,1015.6,-70.55,
2025-11-25 11:01:25,1093.7,-78.5,
2025-11-25 11:01:25,1171.9,-69.88,
2025-11-25 11:01:25,1250.0,-71.9,
2025-11-25 11:01:25,1328.1,-77.77,
2025-11-25 11:01:25,1406.2,-85.08,
2025-11-25 11:01:25,1484.4,-76.41,
2025-11-25 11:01:25,1562.5,-72.71,
2025-11-25 11:01:25,1640.6,-88.43,
2025-11-25 11:01:25,1718.7,-77.57,
2025-11-25 11:01:25,1796.9,-75.92,
2025-11-25 11:01:25,1875.0,-79.35,
2025-11-25 11:01:25,1953.1,-75.24,
2025-11-25 11:01:25,2031.2,-77.29,
2025-11-25 11:01:25,2109.4,-76.17,
2025-11-25 11:01:25,2187.5,-69.74,
2025-11-25 11:01:25,2265.6,-65.8,
2025-11-25 11:01:25,2343.8,-64.79,
2025-11-25 11:01:25,2421.9,-66.85,
2025-11-25 11:01:25,2500.0,-67.58,
2025-11-25 11:01:25,2578.1,-67.62,
2025-11-25 11:01:25,2656.3,-79.66,
2025-11-25 11:01:25,2734.4,-72.37,
2025-11-25 11:01:25,2812.5,-71.94,
2025-11-25 11:01:25,2890.6,-72.22,
2025-11-25 11:01:25,2968.8,-74.78,
2025-11-25 11:01:25,3046.9,-69.55,
2025-11-25 11:01:25,3125.0,-67.92,
2025-11-25 11:01:25,3203.1,-70.81,
2025-11-25 11:01:25,3281.3,-73.03,
2025-11-25 11:01:25,3359.4,-73.33,
2025-11-25 11:01:25,3437.5,-76.7,
2025-11-25 11:01:25,3515.6,-79.57,
2025-11-25 11:01:25,3593.8,-73.26,
2025-11-25 11:01:25,3671.9,-84.4,
2025-11-25 11:01:25,3750.0,-80.65,
2025-11-25 11:01:25,3828.1,-77.79,
2025-11-25 11:01:25,3906.3,-79.54,
2025-11-25 11:01:25,3984.4,-78.73,
2025-11-25 11:01:25,4062.5,-71.43,
2025-11-25 11:01:25,4140.6,-77.39,
2025-11-25 11:01:25,4218.8,-70.33,
2025-11-25 11:01:25,4296.9,-77.69,
2025-11-25 11:01:25,4375.0,-84.32,
2025-11-25 11:01:25,4453.1,-73.65,
2025-11-25 11:01:25,4531.3,-73.82,
2025-11-25 11:01:25,4609.4,-86.12,
2025-11-25 11:01:25,4687.5,-75.18,
2025-11-25 11:01:25,4765.6,-74.72,
2025-11-25 11:01:25,4843.8,-73.33,
2025-11-25 11:01:25,4921.9,-81.28,
2025-11-25 11:01:25,5000.0,-77.63,
2025-11-25 11:01:25,5078.1,-74.76,
2025-11-25 11:01:25,5156.3,-90.91,
2025-11-25 11:01:25,5234.4,-88.06,
2025-11-25 11:01:25,5312.5,-76.77,
2025-11-25 11:01:25,5390.6,-75.24,
2025-11-25 11:01:25,5468.8,-75.1,
2025-11-25 11:01:25,5546.9,-78.04,
2025-11-25 11:01:25,5625.0,-79.09,
2025-11-25 11:01:25,5703.1,-79.84,
2025-11-25 11:01:25,5781.3,-87.53,
2025-11-25 11:01:25,5859.4,-78.87,
2025-11-25 11:01:25,5937.5,-83.86,
2025-11-25 11:01:25,6015.6,-79.78,
2025-11-25 11:01:25,6093.8,-70.33,
2025-11-25 11:01:25,6171.9,-83.33,
2025-11-25 11:01:25,6250.0,-80.3,
2025-11-25 11:01:25,6328.1,-85.92,
2025-11-25 11:01:25,6406.3,-78.75,
2025-11-25 11:01:25,6484.4,-70.21,
2025-11-25 11:01:25,6562.5,-88.81,
2025-11-25 11:01:25,6640.6,-71.24,
2025-11-25 11:01:25,6718.8,-88.94,
2025-11-25 11:01:25,6796.9,-77.22,
2025-11-25 11:01:25,6875.0,-71.36,
2025-11-25 11:01:25,6953.1,-70.29,
2025-11-25 11:01:25,7031.3,-73.12,
2025-11-25 11:01:25,7109.4,-71.06,
2025-11-25 11:01:25,7187.5,-72.66,
2025-11-25 11:01:25,7265.6,-75.49,
2025-11-25 11:01:25,7343.8,-81.37,
2025-11-25 11:01:25,7421.9,-92.61,
2025-11-25 11:01:25,7500.0,-96.58,
2025-11-25 11:01:25,7578.1,-75.61,
2025-11-25 11:01:25,7656.3,-72.62,
2025-11-25 11:01:25,7734.4,-73.05,
2025-11-25 11:01:25,7812.5,-72.79,
2025-11-25 11:01:25,7890.6,-76.88,
2025-11-25 11:01:25,7968.8,-73.02,
2025-11-25 11:01:25,8046.9,-72.67,
2025-11-25 11:01:25,8125.0,-78.22,
2025-11-25 11:01:25,8203.1,-81.28,
2025-11-25 11:01:25,8281.2,-76.82,
2025-11-25 11:01:25,8359.4,-80.17,
2025-11-25 11:01:25,8437.5,-74.49,
2025-11-25 11:01:25,8515.6,-80.55,
2025-11-25 11:01:25,8593.7,-81.34,
2025-11-25 11:01:25,8671.9,-72.71,
2025-11-25 11:01:25,8750.0,-69.42,
2025-11-25 11:01:25,8828.1,-74.12,
2025-11-25 11:01:25,8906.2,-77.5,
2025-11-25 11:01:25,8984.4,-70.22,
2025-11-25 11:01:25,9062.5,-67.69,
2025-11-25 11:01:25,9140.6,-72.18,
2025-11-25 11:01:25,9218.7,-73.31,
2025-11-25 11:01:25,9296.9,-67.99,
2025-11-25 11:01:25,9375.0,-69.77,
2025-11-25 11:01:25,9453.1,-78.79,
2025-11-25 11:01:25,9531.2,-83.31,
2025-11-25 11:01:25,9609.4,-83.59,
2025-11-25 11:01:25,9687.5,-79.07,
2025-11-25 11:01:25,9765.6,-77.03,
2025-11-25 11:01:25,9843.7,-73.34,
2025-11-25 11:01:25,9921.9,-74.4,
2025-11-25 11:01:25,,,-76.43
2025-11-25 11:01:26,78.1,0.0,
2025-11-25 11:01:26,156.3,-50.78,
2025-11-25 11:01:26,234.4,-62.72,
2025-11-25 11:01:26,312.5,-64.76,
2025-11-25 11:01:26,390.6,-67.09,
2025-11-25 11:01:26,468.8,-76.64,
2025-11-25 11:01:26,546.9,-73.9,
2025-11-25 11:01:26,625.0,-68.63,
2025-11-25 11:01:26,703.1,-69.99,
2025-11-25 11:01:26,781.2,-70.7,
2025-11-25 11:01:26,859.4,-79.0,
2025-11-25 11:01:26,937.5,-74.58,
2025-11-25 11:01:26,1015.6,-73.79,
2025-11-25 11:01:26,1093.7,-74.98,
2025-11-25 11:01:26,1171.9,-71.1,
2025-11-25 11:01:26,1250.0,-74.29,
2025-11-25 11:01:26,1328.1,-92.47,
2025-11-25 11:01:26,1406.2,-80.69,
2025-11-25 11:01:26,1484.4,-86.58,
2025-11-25 11:01:26,1562.5,-71.3,
2025-11-25 11:01:26,1640.6,-72.55,
2025-11-25 11:01:26,1718.7,-98.18,
2025-11-25 11:01:26,1796.9,-80.05,
2025-11-25 11:01:26,1875.0,-82.22,
2025-11-25 11:01:26,1953.1,-74.58,
2025-11-25 11:01:26,2031.2,-75.39,
2025-11-25 11:01:26,2109.4,-72.11,
2025-11-25 11:01:26,2187.5,-69.63,
2025-11-25 11:01:26,2265.6,-72.78,
2025-11-25 11:01:26,2343.8,-89.18,
2025-11-25 11:01:26,2421.9,-76.74,
2025-11-25 11:01:26,2500.0,-77.55,
2025-11-25 11:01:26,2578.1,-71.6,
2025-11-25 11:01:26,2656.3,-71.53,
2025-11-25 11:01:26,2734.4,-73.94,
2025-11-25 11:01:26,2812.5,-76.15,
2025-11-25 11:01:26,2890.6,-81.13,
2025-11-25 11:01:26,2968.8,-80.92,
2025-11-25 11:01:26,3046.9,-77.92,
2025-11-25 11:01:26,3125.0,-74.97,
2025-11-25 11:01:26,3203.1,-80.06,
2025-11-25 11:01:26,3281.3,-73.09,
2025-11-25 11:01:26,3359.4,-67.59,
2025-11-25 11:01:26,3437.5,-70.86,
2025-11-25 11:01:26,3515.6,-86.15,
2025-11-25 11:01:26,3593.8,-74.36,
2025-11-25 11:01:26,3671.9,-72.62,
2025-11-25 11:01:26,3750.0,-79.28,
2025-11-25 11:01:26,3828.1,-72.84,
2025-11-25 11:01:26,3906.3,-72.02,
2025-11-25 11:01:26,3984.4,-71.22,
2025-11-25 11:01:26,4062.5,-75.16,
2025-11-25 11:01:26,4140.6,-74.84,
2025-11-25 11:01:26,4218.8,-79.08,
2025-11-25 11:01:26,4296.9,-74.3,
2025-11-25 11:01:26,4375.0,-70.86,
2025-11-25 11:01:26,4453.1,-72.76,
2025-11-25 11:01:26,4531.3,-73.46,
2025-11-25 11:01:26,4609.4,-71.08,
2025-11-25 11:01:26,4687.5,-75.36,
2025-11-25 11:01:26,4765.6,-68.38,
2025-11-25 11:01:26,4843.8,-69.07,
2025-11-25 11:01:26,4921.9,-75.03,
2025-11-25 11:01:26,5000.0,-74.68,
2025-11-25 11:01:26,5078.1,-73.31,
2025-11-25 11:01:26,5156.3,-75.2,
2025-11-25 11:01:26,5234.4,-77.01,
2025-11-25 11:01:26,5312.5,-71.34,
2025-11-25 11:01:26,5390.6,-73.11,
2025-11-25 11:01:26,5468.8,-78.39,
2025-11-25 11:01:26,5546.9,-78.47,
2025-11-25 11:01:26,5625.0,-68.59,
2025-11-25 11:01:26,5703.1,-70.16,
2025-11-25 11:01:26,5781.3,-73.11,
2025-11-25 11:01:26,5859.4,-71.07,
2025-11-25 11:01:26,5937.5,-74.53,
2025-11-25 11:01:26,6015.6,-69.34,
2025-11-25 11:01:26,6093.8,-66.71,
2025-11-25 11:01:26,6171.9,-71.83,
2025-11-25 11:01:26,6250.0,-82.02,
2025-11-25 11:01:26,6328.1,-78.54,
2025-11-25 11:01:26,6406.3,-70.89,
2025-11-25 11:01:26,6484.4,-68.73,
2025-11-25 11:01:26,6562.5,-75.25,
2025-11-25 11:01:26,6640.6,-75.47,
2025-11-25 11:01:26,6718.8,-83.99,
2025-11-25 11:01:26,6796.9,-75.38,
2025-11-25 11:01:26,6875.0,-74.95,
2025-11-25 11:01:26,6953.1,-71.38,
2025-11-25 11:01:26,7031.3,-68.81,
2025-11-25 11:01:26,7109.4,-69.79,
2025-11-25 11:01:26,7187.5,-70.36,
2025-11-25 11:01:26,7265.6,-74.89,
2025-11-25 11:01:26,7343.8,-76.25,
2025-11-25 11:01:26,7421.9,-80.84,
2025-11-25 11:01:26,7500.0,-73.62,
2025-11-25 11:01:26,7578.1,-70.9,
2025-11-25 11:01:26,7656.3,-70.31,
2025-11-25 11:01:26,7734.4,-70.44,
2025-11-25 11:01:26,7812.5,-71.99,
2025-11-25 11:01:26,7890.6,-74.06,
2025-11-25 11:01:26,7968.8,-75.68,
2025-11-25 11:01:26,8046.9,-71.11,
2025-11-25 11:01:26,8125.0,-70.55,
2025-11-25 11:01:26,8203.1,-68.12,
2025-11-25 11:01:26,8281.2,-64.83,
2025-11-25 11:01:26,8359.4,-65.75,
2025-11-25 11:01:26,8437.5,-75.14,
2025-11-25 11:01:26,8515.6,-73.55,
2025-11-25 11:01:26,8593.7,-77.0,
2025-11-25 11:01:26,8671.9,-74.83,
2025-11-25 11:01:26,8750.0,-73.57,
2025-11-25 11:01:26,8828.1,-71.02,
2025-11-25 11:01:26,8906.2,-72.08,
2025-11-25 11:01:26,8984.4,-78.6,
2025-11-25 11:01:26,9062.5,-90.37,
2025-11-25 11:01:26,9140.6,-79.7,
2025-11-25 11:01:26,9218.7,-77.16,
2025-11-25 11:01:26,9296.9,-77.19,
2025-11-25 11:01:26,9375.0,-77.06,
2025-11-25 11:01:26,9453.1,-73.16,
2025-11-25 11:01:26,9531.2,-77.03,
2025-11-25 11:01:26,9609.4,-85.58,
2025-11-25 11:01:26,9687.5,-81.34,
2025-11-25 11:01:26,9765.6,-71.14,
2025-11-25 11:01:26,9843.7,-75.32,
2025-11-25 11:01:26,9921.9,-78.05,
2025-11-25 11:01:26,,,-75.0
2025-11-25 11:01:26,78.1,0.0,
2025-11-25 11:01:26,156.3,-52.7,
2025-11-25 11:01:26,234.4,-58.24,
2025-11-25 11:01:26,312.5,-67.29,
2025-11-25 11:01:26,390.6,-68.04,
2025-11-25 11:01:26,468.8,-86.9,
2025-11-25 11:01:26,546.9,-67.38,
2025-11-25 11:01:26,625.0,-73.47,
2025-11-25 11:01:26,703.1,-81.4,
2025-11-25 11:01:26,781.2,-83.54,
2025-11-25 11:01:26,859.4,-72.72,
2025-11-25 11:01:26,937.5,-74.95,
2025-11-25 11:01:26,1015.6,-89.88,
2025-11-25 11:01:26,1093.7,-80.19,
2025-11-25 11:01:26,1171.9,-89.73,
2025-11-25 11:01:26,1250.0,-70.28,
2025-11-25 11:01:26,1328.1,-68.59,
2025-11-25 11:01:26,1406.2,-72.73,
2025-11-25 11:01:26,1484.4,-69.78,
2025-11-25 11:01:26,1562.5,-68.16,
2025-11-25 11:01:26,1640.6,-70.32,
2025-11-25 11:01:26,1718.7,-70.19,
2025-11-25 11:01:26,1796.9,-74.71,
2025-11-25 11:01:26,1875.0,-68.59,
2025-11-25 11:01:26,1953.1,-68.11,
2025-11-25 11:01:26,2031.2,-72.9,
2025-11-25 11:01:26,2109.4,-68.92,
2025-11-25 11:01:26,2187.5,-69.9,
